,Job Title,Location,Date,Link,Job Attributes,Job Desciption
16,"Geriatric Support Services Coordinator, 55k/year","(Waltham, MA",Nov 25,https://boston.craigslist.org/gbs/npo/d/waltham-geriatric-support-services/7026907705.html,"
compensation: Pays $28.21/hr. ($55k annually)

employment type: full-time

non-profit organization

telecommuting okay

","

QR Code Link to This Post


Are you seeking a Case Management position? Come work for Springwell and support seniors who want to age-in-place in their own home. 
Pays $28.21/hr. ($55k annually).
POSITION DESCRIPTION 
Work collaboratively as part of an interdisciplinary team that provides in-home services to older adults and individuals with disabilities. The Social Worker will make home visits, conduct comprehensive assessments and participate in the development of person-centered care plans. 
Our ideal candidate will have a strong desire to work with seniors, excellent organizational skills and be able manage constant change with a positive attitude.
QUALIFICATIONS
Bachelor's degree required.
Massachusetts Social Work license or 2 years experience working with older adults required.
The ability to establish and maintain professional relationships with consumers, family members, co-workers and community professionals.
The ability to work both independently and as part of a team.
A reliable car, current driver's license and safe driving record required.
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Flexible Work Options available after 6 months; alternate start time between 8:00 and 9:30 a.m., 4 day work week, 4.5 day work week, telecommuting work option, remote work option
Employee referral bonuses
Free parking
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, and welcoming environment that values each and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities. 
We believe in: 
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
 
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Boston, Case Manager, Case Management, Housing, Mental Health, Managed Care, Social Services, Social Work, Care Coordinator, Social Worker, Elder, Geriatric Care, Assisted Living, Human Services, LSW, LCSW, LICSW, Licensed, Medicare, Medicaid, Behavioral Health, Community Health, Long Term Care, Telecommuting, Remote, Telecommuter, Telecommute, United Health Care, Tufts Health Plan, Commonwealth Care Alliance, Fallon Health, Navicare, GSSC, LTSC, SCO
 
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://springwell.applicantpro.com/jobs/1262506-143011.html "
17,"Housing Care Coordinator, 55k/year","(Waltham, MA",Nov 25,https://boston.craigslist.org/gbs/npo/d/waltham-housing-care-coordinator-55k/7026903193.html,"
compensation: Pays $28.21/hr. ($55k annually)

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Springwell is seeking an enthusiastic and compassionate Housing Care Coordinator to join our Housing Department. 
Pays $28.21/hr. ($55k annually).
POSITION DESCRIPTION
The Housing Care Coordinator conducts comprehensive in-home assessments with elders, helps determine needs and eligibility for government subsidized services, creates care plans and coordinates services. The Case Manager also provides regularly scheduled office hours in assigned housing sites to provide consultation and assistance for all residents of the building. The Case Manager communicates and collaborates with housing authority staff and community professionals. 
Our ideal candidate will have a strong desire to work with seniors and individuals with disabilities, excellent organizational skills and be able manage constant change with a positive attitude.
QUALIFICATIONS
Bachelor's Degree required. Degree in Social Work, human services, nursing, psychology, sociology or related field preferred. Candidates with a degree in another discipline must demonstrate experience and/or strong interest in the field of human services via previous employment, internship, volunteer activity and/or additional studies.
Social Work license or eligibility for MA Social Work license preferred.
One year experience in human services field required.
Working with computers, entering data and running reports.
A reliable car, current driver's license and safe driving record required.
GENEROUS BENEFITS
3 weeks of vacation in first year
Birthday off
11 paid holidays
2 paid floating holidays
15 paid sick days per year (You can accumulate up to 450 hours)
Health & dental insurance with employer contribution
Life and long-term disability insurance at no cost to employee
Flexible Spending Plan
Employee Assistance Plan
401K Retirement Savings Plan w/ employer contribution
Mileage reimbursement
Flexible Work Options available after 6 months; alternate start time between 8:00 and 9:30 a.m.
Employee referral bonuses
Free parking 
Commitment to promoting from within
COMPANY PROFILE
At Springwell, we are serious about our mission. For more than 40 years, our staff has worked to help ensure that seniors and individuals with disabilities have the village they need and the support that is necessary for them to live at home with dignity and independence.
We are also serious about our employees. We are focused on creating a supportive, and welcoming environment that values each and every member of our staff. At Springwell we are fiercely committed to creating equal opportunities for all regardless of race, color, sex, gender identity, sexual orientation, gender expression, national origin, age, language, and physical or mental disabilities. 
We believe in:
Accountability: At every level of the organization we are accountable: to the people we serve, to our funders, to our employees, to community professionals who rely on our support.
Continuous Quality Improvement: We honor the fact that each of us is human, and we embrace a desire to examine the value and quality of our work and ask how we can provide a higher quality of service.
Transparency: While we don't claim to be 100% transparent (there are certain things, like salaries and performance evaluations that are private) we continuously strive to be as open as possible.
Balance: Life is a give and take, as is work. We are always examining that balance. Today, we have yoga classes on-site twice a week. We are exploring offering a Weight Watchers meeting. And afternoon meditation is under consideration. If there is a holiday to celebrate we have a party. This year, we built a dedicated lactation room for new moms. We are committed to listening to our staff, and examining and re-balancing our work environment.
 
Keywords: Waltham, Newton, Brookline, Watertown, Belmont, Needham, Wellesley, Weston, Boston, Case Manager, Case Management, Housing, Resident Services Coordinator, Mental Health, Managed Care, Social Services, Social Work, Care Coordinator, Social Worker, Elder, Geriatric Care, Assisted Living, Human Services, LSW, LCSW, Licensed, Medicare, Medicaid, Behavioral Health, Community Health, Long Term Care, Council on Aging
 
If interested, please apply at https://springwell.applicantpro.com/jobs/
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://springwell.applicantpro.com/jobs/1262503-143011.html "
18,Prescribing Nurse Practitioner(PMH-APRN),(Lowell,Nov 25,https://boston.craigslist.org/nwb/npo/d/lowell-prescribing-nurse/7026818648.html,"
compensation: TBD

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Under the supervision of the Outpatient Services Medical Director the Prescribing Nurse provides medication and medical services, monitors each client's clinical status in response to treatment, assists in the clinical supervision of staff in service delivery and attends team meetings as necessary in order to assess client status and progress, to coordinate treatment activities, and to develop treatment solutions to problems staff are experiencing.


The Prescribing Nurse also functions as a medical educator and consultant in collaboration with other clinicians regarding health promotion and maintenance, medication administration and acute and chronic medical/psychiatric crisis management for clients. In addition, the Prescribing Nurse provides psychiatric evaluations and medication management utilizing a team approach to children, adolescents or adults dealing with varying psychiatric issues.


Requirements

At least five years of psychiatric nursing experience, three of which must have included prescribing medications to individuals with serious mental illness.
Advanced Registered Nurse Practitioner in Massachusetts. 
A high school diploma or equivalent is required. Master's degree in nursing preferred. 
 Experience working with people with psychiatric disability and/or co-occurring disorders preferred. 
Strong time management and writing skills. 

All applicants must:

✓Must be a least 21 years of age and have held a valid US driver's license for at least one year and should be able to pass a CORI, driving record, employment reference check as well as a multi-state background check.
✓Must be able to become CPR and First Aid certified within two weeks of hire and become MAP certified within 150 days of hire.

How to Apply

Please click on the link below to view schedule ,  pay, create an account,  complete application and upload current resume"
19,Licensed Practical Nurse (LPN),(Waltham,Nov 25,https://boston.craigslist.org/gbs/npo/d/waltham-licensed-practical-nurse-lpn/7026789728.html,"
compensation: $26/hour

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


As a Licensed Practical Nurse (L.P.N.), you will participate in the comprehensive assessment of physical health of the people Vinfen serves. Your work will be in a clinically intensive program that is tailored to meet the needs of a unique specialized population who have brain injuries, intellectual and developmental disabilities, or psychiatric conditions, and complex health needs. In your role you will work together with the people we serve, their families, friends, employers, and other support staff to transform their lives.


L.P.N. duties include providing nursing care, administering medication under the Medication Administration Plan (MAP) guidelines, and assisting individuals to become more a part of their communities. You will employ rehabilitation values, principles and techniques, including skills training, to help individuals served overcome barriers and to live more independently. Additionally, the L.P.N. will communicate any change in status to appropriate individuals, perform individual assessments with any change of status, and provide skilled nursing interventions as indicated.
 

Requirements

A bachelor's degree in Social Work, Psychology or related field is preferred, but experience may substitute for education. High school diploma or GED required. 
Current L.P.N. license. 
1-2 years supervised practical experience, including internships, in a clinical or rehabilitation setting preferred. 
 Experience working with people with psychiatric conditions and/or co-occurring disorders strongly preferred. 
Strong time management and writing skills. 

All applicants must:

✓Must be a least 21 years of age and have held a valid US driver's license for at least one year and should be able to pass a CORI, driving record, employment reference check as well as a multi-state background check.
✓Must be able to become CPR and First Aid certified within two weeks of hire and become MAP certified within 150 days of hire.

How to Apply

Please click on the link below to view schedule ,  pay, create an account,  complete application and upload current resume"
20,Teen Health Specialist,(Lynn,Nov 25,https://boston.craigslist.org/nos/npo/d/lynn-teen-health-specialist/7026756852.html,"
compensation: $18 per hour paid earned time, paid holidays, and paid professional development

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Girls Incorporated of Lynn
JOB TITLE: Teen Health Specialist
DEPARTMENT: Teen Program
SUPERVISES: Teen Health Ambassador Peer Leaders and Interns
OVERVIEW: The Teen Health Specialist will oversee the teen health ambassador peer leadership program and deliver Girls Inc. Healthy Sexuality curricula in the Lynn Public Schools.
STATUS: 40 hours per week, non-exempt
Principal Tasks:
Assist with coordination and delivery of Girls Inc. healthy sexuality curricula in the Lynn Public Schools and community agencies
Deliver the Department of Public Health approved curricula with fidelity and adhere to the values of the curricula;
Attend Massachusetts Department of Public Health provider meetings, training and participate in regular conference calls as requested
Complete all reporting requirements for the Department of Public Health, Girls Inc. and other funders
Administer all surveys and maintain accurate records regarding program delivery;
Serve as an advocate for teen pregnancy prevention issues which includes partnering with the Lynn Public Schools, Lynn Community Health Center, North Shore Medical Center, State Legislators, and other service providers
Recruit, train, supervise and support 4-6 high school-age females in the position of peer leader educator
Create a structured schedule for the peer leaders
Teach the teen health ambassadors how to plan and host community health related events and carry out projects
Facilitate collaborative events/programs with health care providers, youth-serving agencies, community-based agencies, and the teen drop-in center to promote adolescent health/wellness
Create an annual calendar of events for the Teen Health Ambassadors program
Participate as a member of the Middle School and Teen Program teams to assess the needs of girls and the greater community, and how Girls Inc. is/could be meeting such needs
Plan and implement programming and workshops, including Girls Inc. healthy sexuality, for the middle and high school program participants as requested
Monitor progress and inform the supervisor about all problems, concerns, and needs of students and collaborating organizations and schools
Serve as liaison for Girls Inc. and represent Girls Inc.at community events as requested
Attend all training and meetings as requested
Work collaboratively with Girls Incorporated staff to provide a safe, secure, pro-girl environment
Carry out other tasks as assigned

Qualifications:
BA in public health, social work, community planning, human services, or a related major is strongly preferred, however relevant experience is valued highly
Minimum of 18 months of experience working with youth
Familiar with social-ecological health promotion frame
Solid understanding of youth development
Strong facilitation skills and group/classroom management skills
Ability to take initiative to respond to changing needs and changes within the community
Experience in marketing programs and recruiting teens
Ability to work as an effective and active team player within Girls Inc. and other community groups.
Ability to work in a youth/adult collaborative environment.
Excellent organization and verbal communication skills (bilingual a plus).
Strong written communication skills
Ability to take on multiple projects and manage them simultaneously.
Experience working with youth and adults in a multicultural, urban setting.
Knowledge of community needs and changing environmental norms for youth.
Able to work flexible hours including evenings, at least one evening a week until 7:00 pm and occasional weekends
Strong computer skills and Internet familiarity.

Rate: $18.00 per hour Schedule: Monday-Friday, 40 hours per week

Girls Incorporated of Lynn is an equal opportunity employer. Persons of color are encouraged to apply. 

A conditional offer to the selected applicant will be contingent on the successful completion of a CORI check.    "
21,Overnight Care Great Danes Service Dogs,(Ipswich,Nov 25,https://boston.craigslist.org/nos/npo/d/topsfield-overnight-care-great-danes/7026680075.html,"
compensation: 12.00 per hour to start

employment type: part-time

","

QR Code Link to This Post


We are looking for Sunday and Monday overnighters (7pm-7am), plus on-call, for The Service Dog Project, Ipswich, MA. We are a 12-acre farm where we breed, raise and train our own Great Danes to be Service Dogs for the mobility disabled. 

Perfect job for young adult, retiree, etc.. Tasks include pup/litter and dog care in the main house, house chores, watching property cameras and other property animals, and tending to any situations that may arise on the property. 7pm-7am. $12.00 per hour.  Shifts/nights may/will vary but we can work toward a regular schedule.  

Needed- 18 yo or older, have a car/license, common sense, flexibility, not frazzling easily, live nearby, motivated and responsible. Must love animals, work well with others and enjoy hard work. Experience with XL dogs is helpful! 

Please email us if you are interested in interviewing with owner Carlene White for the position. Thank you!    "
22,Sales and administration,(WATERTOWN,Nov 23,https://boston.craigslist.org/gbs/npo/d/watertown-sales-and-administration/7025772830.html,"
compensation: Depending on experience 15$-17 an hour & up plus possible commission

employment type: part-time

non-profit organization

","

QR Code Link to This Post


Responsibilities

Cold calling customers and face to face meetings with MRO customers in order to close sales

Working on federal and government bids

Sorting through emails, answering phone calls from customers, and answering questions from customers and vendors in a timely manner

Working on and updating Social media, Amazon, Google Ads etc.



*The Ideal Candidate Should Be Able To Multitask

*Make and supply a daily log list of accomplished tasks
Multitask with little supervision

Self-motivated, energetic, and a self-starter

Demonstrate a professional demeanor on the phone and in person

Sales experience helpful, but not required we will train the right individual

Part Time $15.00 -$17.00 per hour plus commission
"
23,"Direct Care Staff-- Residential, Evenings or Nights",(Merrimack Valley area,Nov 23,https://boston.craigslist.org/nwb/npo/d/direct-care-staff-residential-evenings/7025621986.html,"
compensation: Very competitive to market

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post


Fidelity House CRC is a nonprofit organization committed to supporting people with developmental disabilities and their families. We are proud to offer 26 community residences throughout Lawrence, Methuen, Haverhill, Georgetown, Salisbury, Amesbury and Andover along with specialized services across 70 cities and towns in Northeastern Massachusetts. 

Ready to fall in love with meaningful work? We're hiring Skills Instructors (direct care staff) for Andover, Haverhill, Lawrence, Georgetown, Amesbury, Salisbury, and Methuen with many schedules to choose from. Go to work in a home for 4-5 people in a regular neighborhood, wearing your own clothes -- not a medical environment. Full or part time positions assisting with life skills, assisting with meals, personal care, medical appointments and leisure activities. We have many different kinds of shifts available! 

Please visit our website at Fidelityhhs.org/careers to view all of our opportunities and apply online. 
You may also visit our office from 9am to 4pm to fill out an application in person. 439 S. Union Street, Suite 401 Lawrence, MA

We are an equal employment opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, national origin, disability status, protected veteran status or any other characteristic protected by law.
"
24,"Career Representative, Vocational Services","(Haverhill, MA",Nov 23,https://boston.craigslist.org/nwb/npo/d/haverhill-career-representative/7025620105.html,"
compensation: very competitive

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Fidelity House CRC is a nonprofit 501(c)(3) organization dedicated to providing information, services and choices to individuals with developmental disabilities and their families. We see ourselves as partners with the people we serve, with their families, with the Massachusetts Department of Developmental Services (DDS), community groups and donors...all for the purpose of empowering each individual to live a rich and meaningful life.

The Career Representative/ Career Counselor is responsible for guiding clients referred by the Massachusetts Rehabilitation Commission (MRC) with diagnosis including but not limited to: mental health, intellectual and developmental disabilities, Autism Spectrum Disorder, traumatic brain injuries and physical disabilities through specific job ready curriculum and then job development, placement and direct on-site job coaching. On-site coaching includes training employers on how to work with the person and what on-site accommodations are needed, as well as assisting the person through on-boarding and initial training. The Career Representative builds professional relationships with each client to assess their needs, strengths, and areas of opportunity with the goal of finding relevant and sustainable employment. In additional, the Career Representative for MRC develops a partnership with other team members and employers. The Career Representative attends Chamber events and other networking opportunities in an effort to develop employer relationships and maintains proper documentation.

LANDMARK BUILDING, HAVERHILL, MA
SCHEDULE FOR THIS POSITION: Monday-Friday, 8 am to 4 pm, flexible and may include evening hours for client needs and activities. (40 hours per week)

RESPONSIBILITIES:

    Complete required curriculum with each candidate on a one on one basis, including building a resume, cover letter, practice interview questions, and professional skill development.
    Train candidates on job searching techniques as well as assist candidates with applying to positions and facilitate networking opportunities with employers.
    Develop formal connections with companies and employers in order to market the skills, abilities and qualifications of program participants based on assessed needs and wants. Arrange referral of appropriately matched participants to identified company and facilitate placement.
    Provide job placement follow-up services to ensure job retention through off-site meetings and discussions with employers.
    Ensure familiarity and compliance with all regulations and requirements, state laws and guidelines, and Fidelity House CRC policies and procedures, including required documentation such as progress summaries.
    Assist the person served and employer when decreasing the level of supports offered by Fidelity House CRC.
    Maintain daily progress notes on all program participants.
    Perform all duties in a manner which demonstrates an awareness and respect for each individual’s legal, civic and human rights. Maintain and enforce the confidentiality of any information relating to individuals served.
    Complete all mandatory trainings to ensure skill maintenance and development. This includes CPR and First Aid, trainings mandated by Fidelity House CRC, as well as other department and state agency required trainings and certifications.
    Communicate with supervisor of any issues pertinent to the health and safety of the people served.
    Provide transportation to clients as required to job fairs, internship interviews and related community events.
    Assist in maintaining a clean and safe environment by reporting issues to the proper personnel.
    Other duties as assigned by the Director of Employment Services.

Requirements: 

    Associate’s Degree in Human Services or related field
    Minimum of one year experience working with individuals with significant barriers to employment.
    Commensurate experience may be substituted for educational requirements.
    Must have a valid driver’s license with reliable transportation and ability to travel throughout the state.
    Flexibility to adjust quickly to client needs and schedules.
    CPR/First Aid certified or must be certifiable.    "
25,Community Resource Specialist,(Brighton,Nov 22,https://boston.craigslist.org/gbs/npo/d/brighton-community-resource-specialist/7025165463.html,"
compensation: $20/hr

employment type: part-time

non-profit organization

","

QR Code Link to This Post


About Brighton Allston Congregational Church
The Brighton Allston Congregational Church is a diverse community which gathers to worship God, celebrate life, and practice our faith in the world.  We are committed to the Gospel and its call for social and economic justice.  We are an Open and Affirming congregation of the United Church of Christ (UCC), which means we recognize all people of every race, age, ability, gender, and sexual orientation as created by God.  This is a place of healing, comfort, social action, and spiritual deepening.  We are located in Boston's Allston- Brighton neighborhood.  Coming from many nationalities, ethnicities, and life experiences, we celebrate all religious, educational, and economic backgrounds. 

Community Resource Specialist Role
For the last 40 years, we have served a Community Supper every Wednesday at 6:00 p.m. that is free and open to all. Thanks to our partners at Lovin' Spoonfulls, we are also able to share bags of fruit, vegetables, breads, and desserts with dinner guests. Our volunteers and guests are of diverse backgrounds and life experiences. Many of the people we volunteer with and serve face issues related to substance abuse, homelessness, mental health, unemployment, and poverty. We are searching for a Community Resource Specialist to support the members of our community with the various situations they are in. 

The Community Resource Specialist will link guests and/or members of Brighton Allston Congregational Church to resources related to but not limited to finding employment, housing or medical assistance.  This position requires you to have a deep understanding of the challenges faced by those living in poverty, extensive knowledge of local resources designed for assistance, as well as compassionate communication skills.  This is not a counseling role, although the Community Resource Specialist will need to have patience and understanding when working with clients as well as support clients in completing paperwork if they are unable to read or write in English.  The Community Resource Specialist will partner with the Pastor to ensure that guests receive proper support.  Depending on demand for support by guests, the Community Resource Specialist may be asked to work with BACC on special projects to better understand the population being served (e.g., through development of surveys). 


    Degrees Required: Bachelors Degree Required, Masters Preferred
    Fields of Study: Psychology, Social Work, Sociology, Human Resources
    Salary: $20/hr

   Anticipated weekly time requirement:  up to 4 hours per week preferably on Wednesdays or Saturdays               or by mutual agreement of the Community Resource Specialist and Pastor.  Hours will vary according the                                                   needs of our target community and the Pastor’s discretion.

Please send resume/CV and Cover Letter if interested in this position.
"
26,November 26th Vinfen Hiring Event!!!,"(Haverhill, MA",Nov 22,https://boston.craigslist.org/nwb/npo/d/haverhill-november-26th-vinfen-hiring/7025073077.html,"
compensation: Great Pay and Benefits, Rewarding Work!

employment type: employee's choice

","

QR Code Link to This Post


Vinfen Hiring Fair at Haverhill Public Library

Date: Tuesday, November 26th 


Time: 2:00pm-6:00pm


Location: Haverhill Public Library: 99 Main Street, Haverhill, MA 01830 .

We are hiring for the following roles in the Lawrence, Haverhill, Methuen, Dracut, Lowell, and surrounding MA areas .
•	Residential Counselors - Pay Rate Range 13.00/hr-14.00/hr
•	Awake Overnight Residential Counselors - Pay Rate 12.50/hr
•	Relief Residential Counselors – Pay Rate 12.50/hr
•	CNA – Pay Rate $14.75/hr



The event is free to attend and walk-ins are encouraged. Bring your resume and we'll see you there!

About Us

Established in 1977, Vinfen is a nonprofit, health and human services organization and a leading provider of community-based services to individuals with disabilities. Each year, Vinfen provides a comprehensive array of services to adolescents and adults with psychiatric conditions, developmental disabilities, brain injuries, and behavioral health challenges. Vinfen’s 3,000 dedicated employees are experienced, highly-trained professionals who provide a full range of supportive living, health, educational, and clinical services in more than 200 programs throughout eastern Massachusetts and Connecticut.

Requirements

A high school diploma or equivalent is required. Associate's degree in a human service discipline preferred.
Prior experience working in a human services setting strongly preferred
Preference given to bilingual/bicultural applicants and applicants with lived experience of psychiatric conditions.
Strong time management and writing skills.

✓Must be a least 21 years of age and have held a valid US driver's license for at least one year and should be able to pass a CORI, driving record, employment reference check as well as a multi-state background check. 

✓Be willing to transport clients.

✓Must be able to become CPR and First Aid certified within two weeks of hire and become MAP certified within 150 days of hire.

Why Vinfen?

We are committed to you! We offer great training, great benefits, career growth and job security!

Our comprehensive and generous benefits package includes: 
A fully funded, employer-sponsored retirement plan that requires no employee contribution as well as an employee-funded 403(b) plan
Competitive Medical, Dental and Vision plans
Employer-paid Life, Accidental Death & Dismemberment and Long-Term Disability Insurance
Generous Vacation, Holiday, Personal and Sick Time Benefits
Flexible Spending Reimbursement Accounts (Health and Dependent care)
Educational Assistance and Remission Programs
Other generous benefits and perks!

Like us on Facebook and follow us on LinkedIn to keep up to date with our open positions and current events!

https://vinfen.org/work-at-vinfen/ 

Keywords: social services, counseling, social work, psychology, mental illness, mental health, disability, developmental disabilities, behavioral, rehabilitative, psychiatric, outreach worker, outreach services , human services, non profit, autism, crisis, trauma, advocacy, developmental disability, recovery.

Vinfen is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
 "
27,Development Director,(Cambridge,Nov 21,https://boston.craigslist.org/gbs/npo/d/cambridge-development-director/7024691153.html,"
compensation: up to $65,000

employment type: full-time

non-profit organization

","

QR Code Link to This Post


JOB DESCRIPTION: Development Director 

Friends of Matènwa (FoM) is a small Cambridge, MA based non-profit organization working to support education, social justice, and community development in Haiti. Our organization is non-traditional in that it supports self-determined community goals that are changing educational approaches in Haiti on a local and national level. FoM’s primary partner is the Matènwa Community Learning Center (MCLC) on La Gonave. The Development Director will work closely with the Executive Director and Deputy Director.  

FoM seeks a dynamic, extroverted, people-oriented person with strong administrative, planning and communications skills. 

The appropriate individual must: 
• Develop and administer the implementation of the Development Plan of a $1M budget, ensuring all deliverables are completed timely and efficiently.  
• Maintain donor databases and produce donor reports using E-Tapestry and Excel (prior experience in E-tapestry preferred but not required). Track donations and perform analyses.  
• Oversee donor appeals, thank you letters/notices, newsletters, e-mail blasts, outreach efforts and mass mailings. Create and follow through on strategies to increase donor base.  
• Oversee website and social media (Twitter, Facebook, etc.) efforts; ensure timeliness and relevancy. 
• Find and oversee new grant acquisitions. 
• Plan, execute and participate in FoM’s annual fundraiser and other development-related/ outreach initiatives including breakfast campaigns, book drives, art sales, house parties, canvassing, small events, etc.  
• Recruit, engage and supervise volunteers; coordinate volunteer meetings and manage tasks.  
• Perform various administrative and clerical duties in support of development activities, Board meetings and Executive Director. 
• Be creative and flexible. 
• Be able to travel to Haiti annually. 

Tasks will include: 
• Budgeting 
• Proposal writing, fundraising, phone calling 
• Communications, public relations, and social networking 
• Database management 
• Some after hours and weekend events 

Qualifications  
• Ability to speak and write effectively in English (some Creole & French is desirable) 
• Excellent inter-personal and organizational skills and attention to detail  
• Proficiency in use of Microsoft Word, Excel and PowerPoint  
• Ability to maintain accuracy in data recording and reporting  
• Ability to work both collaboratively and independently  
• Ability to take responsibility for a project and get it done well  
• Bachelor’s degree or higher required  
• 5+ years of related work experience, preferably in a not-for-profit organization 

This position will pay up to $65,000 depending on experience. We offer generous vacation schedules, remote working options for greater Boston area residents, and are extremely flexible.

Our need is great, our budget is small, and our work is groundbreaking. We are looking for someone who truly wants to make a difference in Haiti.  

Before applying please visit www.matenwa.org to learn about our organization. Also view our video at: http://www.youtube.com/watch?v=KSuM1HR9OSA and http://www.youtube.com/watch?v=P5AhapT5b9o or search for Matenwa on YouTube. 

To apply, please submit a resume with a cover letter describing how your skills, experience and interests make you a strong candidate for this position.    

FoM is an Equal Opportunity and Affirmative Action Employer.     "
